BDATE,SALEID,STORE,PRODUCTS_SOLD
2016-10-08,16429,STORE006,PR002:61.29|PR008:34.25|PR004:85.12|PR014:104.67|PR005:61.71|PR024:9.54|PR019:24.12|PR023:77.16|PR022:38.99|PR022:38.99
2016-10-08,16430,STORE008,PR008:34.25|PR012:73.54|PR022:38.99|PR025:41.69
2016-10-08,16431,STORE003,PR019:24.12|PR023:77.16|PR002:61.29|PR019:24.12|PR008:34.25|PR025:41.69|PR002:61.29|PR021:46.69|PR004:85.12|PR001:76.64
2016-10-08,16432,STORE005,PR003:30.4|PR007:29.62|PR024:9.54|PR016:8.37|PR012:73.54|PR016:8.37|PR002:61.29|PR008:34.25|PR004:85.12|PR022:38.99
2016-10-08,16433,STORE007,PR011:117.24|PR020:57.34|PR019:24.12|PR020:57.34
2016-10-08,16434,STORE003,PR017:96.73|PR007:29.62|PR025:41.69|PR004:85.12|PR022:38.99|PR013:53.46|PR001:76.64|PR015:4.7|PR013:53.46|PR002:61.29|PR012:73.54
2016-10-08,16435,STORE007,PR003:30.4|PR005:61.71|PR013:53.46|PR015:4.7|PR011:117.24|PR011:117.24|PR025:41.69|PR013:53.46|PR022:38.99|PR023:77.16|PR009:4.6|PR003:30.4|PR010:37.6|PR010:37.6
2016-10-08,16436,STORE002,PR020:57.34|PR024:9.54|PR002:61.29
2016-10-08,16437,STORE006,PR017:96.73|PR025:41.69|PR019:24.12|PR004:85.12|PR021:46.69|PR002:61.29|PR014:104.67|PR017:96.73|PR021:46.69|PR024:9.54
2016-10-08,16438,STORE002,PR014:104.67|PR018:50.39|PR002:61.29|PR020:57.34|PR001:76.64|PR014:104.67|PR017:96.73|PR020:57.34|PR018:50.39|PR007:29.62|PR007:29.62|PR023:77.16|PR014:104.67|PR020:57.34|PR006:91.17
2016-10-08,16439,STORE007,PR024:9.54|PR018:50.39|PR015:4.7|PR022:38.99|PR010:37.6|PR022:38.99|PR015:4.7|PR017:96.73|PR011:117.24|PR015:4.7
2016-10-08,16440,STORE007,PR009:4.6|PR008:34.25|PR022:38.99|PR011:117.24|PR002:61.29|PR003:30.4|PR022:38.99
2016-10-08,16441,STORE003,PR019:24.12|PR005:61.71|PR013:53.46|PR009:4.6
2016-10-08,16442,STORE007,PR014:104.67|PR006:91.17|PR001:76.64|PR009:4.6|PR025:41.69|PR022:38.99|PR017:96.73|PR019:24.12
2016-10-08,16443,STORE006,PR012:73.54|PR010:37.6
2016-10-08,16444,STORE003,PR019:24.12|PR009:4.6|PR013:53.46|PR025:41.69
2016-10-08,16445,STORE002,PR011:117.24|PR012:73.54|PR016:8.37
2016-10-08,16446,STORE003,PR006:91.17|PR005:61.71|PR015:4.7|PR014:104.67|PR011:117.24|PR002:61.29|PR001:76.64|PR006:91.17|PR008:34.25|PR019:24.12|PR018:50.39|PR022:38.99|PR005:61.71|PR013:53.46|PR014:104.67|PR014:104.67
2016-10-08,16447,STORE003,PR019:24.12|PR017:96.73|PR016:8.37|PR025:41.69|PR014:104.67|PR021:46.69|PR016:8.37|PR003:30.4|PR001:76.64|PR016:8.37
2016-10-08,16448,STORE009,PR014:104.67|PR021:46.69|PR022:38.99|PR009:4.6|PR008:34.25|PR012:73.54|PR006:91.17|PR006:91.17
2016-10-08,16449,STORE005,PR021:46.69|PR004:85.12|PR007:29.62|PR012:73.54|PR022:38.99|PR009:4.6|PR020:57.34|PR008:34.25|PR016:8.37|PR005:61.71|PR011:117.24|PR018:50.39|PR014:104.67
2016-10-08,16450,STORE005,PR011:117.24|PR023:77.16|PR010:37.6|PR024:9.54|PR024:9.54|PR005:61.71|PR022:38.99|PR017:96.73|PR002:61.29|PR017:96.73|PR019:24.12|PR012:73.54|PR010:37.6|PR014:104.67|PR008:34.25|PR007:29.62
2016-10-08,16451,STORE002,PR002:61.29|PR002:61.29|PR020:57.34|PR003:30.4|PR017:96.73|PR024:9.54
2016-10-08,16452,STORE004,PR011:117.24|PR016:8.37|PR014:104.67|PR010:37.6|PR013:53.46|PR010:37.6|PR004:85.12|PR016:8.37|PR014:104.67|PR019:24.12|PR020:57.34|PR018:50.39|PR003:30.4|PR023:77.16|PR003:30.4|PR002:61.29|PR001:76.64|PR020:57.34|PR021:46.69|PR011:117.24|PR010:37.6|PR011:117.24|PR003:30.4|PR001:76.64
2016-10-08,16453,STORE001,PR006:91.17|PR012:73.54|PR022:38.99|PR003:30.4|PR009:4.6|PR019:24.12|PR009:4.6|PR004:85.12|PR019:24.12|PR002:61.29
2016-10-08,16454,STORE007,PR010:37.6|PR006:91.17|PR022:38.99|PR018:50.39|PR016:8.37
2016-10-08,16455,STORE006,PR004:85.12|PR016:8.37|PR023:77.16|PR012:73.54|PR004:85.12|PR012:73.54|PR004:85.12|PR011:117.24|PR018:50.39|PR007:29.62|PR004:85.12|PR009:4.6|PR017:96.73
2016-10-08,16456,STORE005,PR005:61.71|PR018:50.39|PR025:41.69|PR004:85.12|PR004:85.12|PR013:53.46|PR017:96.73|PR013:53.46|PR011:117.24|PR006:91.17|PR011:117.24|PR002:61.29|PR013:53.46|PR023:77.16|PR012:73.54|PR012:73.54|PR024:9.54|PR023:77.16|PR025:41.69|PR003:30.4|PR005:61.71|PR015:4.7|PR018:50.39|PR022:38.99
2016-10-08,16457,STORE008,PR003:30.4|PR016:8.37|PR002:61.29|PR013:53.46|PR011:117.24|PR008:34.25|PR003:30.4
2016-10-08,16458,STORE002,PR009:4.6|PR013:53.46|PR012:73.54
2016-10-08,16459,STORE001,PR021:46.69|PR024:9.54|PR009:4.6|PR020:57.34|PR003:30.4|PR009:4.6|PR005:61.71|PR011:117.24|PR019:24.12|PR011:117.24
2016-10-08,16460,STORE008,PR002:61.29|PR014:104.67|PR006:91.17|PR012:73.54|PR005:61.71|PR025:41.69|PR012:73.54
2016-10-08,16461,STORE004,PR007:29.62|PR013:53.46|PR010:37.6|PR004:85.12|PR017:96.73|PR007:29.62|PR005:61.71|PR021:46.69|PR002:61.29|PR010:37.6|PR023:77.16|PR007:29.62|PR009:4.6
2016-10-08,16462,STORE004,PR013:53.46|PR018:50.39
2016-10-08,16463,STORE004,PR009:4.6|PR011:117.24|PR014:104.67|PR013:53.46
2016-10-08,16464,STORE008,PR003:30.4|PR015:4.7|PR025:41.69|PR002:61.29|PR006:91.17|PR020:57.34|PR006:91.17
2016-10-08,16465,STORE008,PR020:57.34|PR004:85.12|PR017:96.73|PR017:96.73|PR017:96.73|PR010:37.6|PR013:53.46|PR020:57.34|PR011:117.24|PR014:104.67
2016-10-08,16466,STORE003,PR024:9.54|PR005:61.71|PR024:9.54|PR008:34.25|PR020:57.34|PR008:34.25|PR011:117.24|PR005:61.71|PR006:91.17|PR014:104.67|PR001:76.64|PR022:38.99
2016-10-08,16467,STORE006,PR021:46.69|PR019:24.12|PR002:61.29|PR009:4.6|PR013:53.46|PR022:38.99|PR016:8.37|PR015:4.7|PR022:38.99|PR011:117.24|PR014:104.67|PR013:53.46
2016-10-08,16468,STORE008,PR003:30.4|PR003:30.4|PR011:117.24|PR006:91.17|PR013:53.46|PR016:8.37|PR018:50.39
2016-10-08,16469,STORE008,PR023:77.16|PR023:77.16|PR025:41.69|PR008:34.25|PR010:37.6|PR018:50.39|PR003:30.4|PR013:53.46|PR009:4.6|PR010:37.6|PR012:73.54|PR018:50.39|PR020:57.34|PR005:61.71|PR013:53.46|PR015:4.7|PR016:8.37
2016-10-08,16470,STORE006,PR008:34.25|PR024:9.54|PR011:117.24
2016-10-08,16471,STORE003,PR004:85.12|PR017:96.73|PR008:34.25|PR017:96.73|PR003:30.4|PR002:61.29|PR021:46.69|PR017:96.73|PR018:50.39
2016-10-08,16472,STORE001,PR022:38.99|PR014:104.67|PR018:50.39|PR018:50.39|PR025:41.69|PR004:85.12|PR020:57.34|PR002:61.29|PR010:37.6|PR011:117.24
2016-10-08,16473,STORE007,PR023:77.16|PR009:4.6|PR009:4.6|PR009:4.6|PR015:4.7|PR006:91.17|PR005:61.71|PR015:4.7|PR011:117.24
2016-10-08,16474,STORE009,PR022:38.99|PR001:76.64|PR018:50.39|PR006:91.17|PR001:76.64|PR021:46.69|PR001:76.64|PR015:4.7|PR004:85.12|PR004:85.12|PR016:8.37|PR004:85.12|PR025:41.69|PR018:50.39|PR014:104.67|PR015:4.7
2016-10-08,16475,STORE008,PR020:57.34|PR025:41.69|PR002:61.29|PR015:4.7
2016-10-08,16476,STORE004,PR023:77.16|PR005:61.71|PR015:4.7|PR004:85.12|PR025:41.69|PR011:117.24|PR003:30.4|PR018:50.39
2016-10-08,16477,STORE001,PR005:61.71|PR022:38.99|PR008:34.25|PR004:85.12|PR011:117.24|PR009:4.6|PR012:73.54|PR009:4.6|PR010:37.6
2016-10-08,16478,STORE005,PR002:61.29|PR010:37.6|PR011:117.24|PR010:37.6|PR017:96.73|PR011:117.24|PR009:4.6|PR012:73.54|PR012:73.54|PR009:4.6|PR007:29.62|PR015:4.7|PR010:37.6
2016-10-08,16479,STORE004,PR023:77.16|PR019:24.12|PR010:37.6|PR025:41.69|PR025:41.69|PR021:46.69|PR020:57.34|PR008:34.25|PR022:38.99|PR013:53.46|PR024:9.54|PR017:96.73|PR007:29.62|PR021:46.69
2016-10-08,16480,STORE007,PR004:85.12
2016-10-08,16481,STORE008,PR016:8.37|PR002:61.29|PR019:24.12|PR007:29.62|PR007:29.62|PR012:73.54|PR009:4.6|PR022:38.99|PR004:85.12|PR014:104.67|PR019:24.12|PR023:77.16
2016-10-08,16482,STORE007,PR003:30.4|PR005:61.71|PR024:9.54|PR022:38.99|PR025:41.69|PR007:29.62|PR012:73.54|PR007:29.62|PR013:53.46|PR017:96.73|PR022:38.99
2016-10-08,16483,STORE006,PR013:53.46|PR006:91.17|PR025:41.69|PR013:53.46|PR001:76.64|PR011:117.24|PR015:4.7|PR002:61.29|PR008:34.25|PR020:57.34|PR005:61.71|PR018:50.39|PR005:61.71|PR007:29.62
2016-10-08,16484,STORE008,PR019:24.12|PR011:117.24|PR020:57.34|PR014:104.67|PR021:46.69|PR020:57.34|PR025:41.69|PR011:117.24|PR008:34.25|PR009:4.6|PR009:4.6|PR017:96.73|PR003:30.4|PR016:8.37|PR013:53.46
2016-10-08,16485,STORE008,PR015:4.7|PR011:117.24|PR024:9.54|PR009:4.6|PR002:61.29|PR021:46.69
2016-10-08,16486,STORE003,PR022:38.99|PR012:73.54|PR015:4.7|PR013:53.46
2016-10-08,16487,STORE005,PR011:117.24|PR008:34.25|PR004:85.12|PR009:4.6|PR018:50.39|PR005:61.71
2016-10-08,16488,STORE001,PR005:61.71|PR009:4.6|PR016:8.37|PR023:77.16|PR008:34.25|PR004:85.12|PR024:9.54|PR015:4.7
2016-10-08,16489,STORE008,PR025:41.69|PR013:53.46|PR022:38.99|PR022:38.99|PR018:50.39|PR011:117.24|PR005:61.71|PR002:61.29|PR014:104.67|PR016:8.37|PR018:50.39
2016-10-08,16490,STORE004,PR002:61.29|PR020:57.34|PR009:4.6|PR008:34.25|PR021:46.69|PR018:50.39|PR015:4.7|PR005:61.71|PR024:9.54|PR013:53.46|PR013:53.46
2016-10-08,16491,STORE002,PR016:8.37|PR011:117.24|PR009:4.6|PR018:50.39|PR019:24.12|PR001:76.64|PR021:46.69|PR005:61.71
2016-10-08,16492,STORE002,PR015:4.7|PR020:57.34|PR008:34.25
2016-10-08,16493,STORE001,PR016:8.37|PR017:96.73|PR009:4.6|PR012:73.54|PR020:57.34|PR009:4.6|PR010:37.6|PR017:96.73|PR020:57.34|PR008:34.25
2016-10-08,16494,STORE008,PR007:29.62|PR021:46.69|PR016:8.37|PR004:85.12|PR024:9.54|PR017:96.73|PR007:29.62|PR003:30.4|PR003:30.4|PR017:96.73|PR005:61.71|PR010:37.6|PR012:73.54|PR004:85.12|PR015:4.7|PR019:24.12
2016-10-08,16495,STORE007,PR011:117.24|PR007:29.62|PR025:41.69|PR019:24.12|PR012:73.54|PR014:104.67|PR010:37.6|PR012:73.54|PR012:73.54|PR005:61.71
2016-10-08,16496,STORE005,PR016:8.37|PR020:57.34|PR014:104.67|PR016:8.37|PR014:104.67
2016-10-08,16497,STORE009,PR017:96.73|PR003:30.4|PR013:53.46|PR025:41.69|PR003:30.4|PR010:37.6|PR014:104.67|PR003:30.4|PR010:37.6|PR002:61.29|PR015:4.7|PR018:50.39|PR006:91.17
2016-10-08,16498,STORE009,PR006:91.17|PR018:50.39|PR019:24.12|PR003:30.4|PR007:29.62|PR004:85.12|PR019:24.12|PR023:77.16|PR015:4.7|PR022:38.99|PR021:46.69|PR017:96.73
2016-10-08,16499,STORE008,PR013:53.46|PR015:4.7|PR015:4.7|PR009:4.6|PR020:57.34|PR017:96.73|PR002:61.29|PR015:4.7|PR020:57.34|PR011:117.24|PR009:4.6|PR005:61.71
2016-10-08,16500,STORE001,PR018:50.39|PR020:57.34|PR017:96.73|PR017:96.73|PR011:117.24|PR018:50.39|PR024:9.54|PR005:61.71|PR008:34.25|PR001:76.64|PR002:61.29|PR023:77.16|PR023:77.16
2016-10-08,16501,STORE002,PR011:117.24|PR025:41.69|PR008:34.25|PR025:41.69|PR020:57.34|PR005:61.71|PR004:85.12|PR010:37.6|PR016:8.37
2016-10-08,16502,STORE001,PR003:30.4|PR020:57.34|PR010:37.6|PR022:38.99|PR020:57.34|PR017:96.73|PR003:30.4|PR008:34.25|PR005:61.71|PR020:57.34|PR020:57.34
2016-10-08,16503,STORE003,PR014:104.67|PR012:73.54|PR017:96.73|PR005:61.71|PR005:61.71|PR001:76.64|PR006:91.17|PR018:50.39|PR012:73.54|PR006:91.17|PR021:46.69|PR016:8.37|PR008:34.25|PR019:24.12|PR020:57.34
2016-10-08,16504,STORE004,PR002:61.29|PR016:8.37|PR023:77.16|PR017:96.73|PR017:96.73|PR024:9.54|PR008:34.25|PR019:24.12|PR003:30.4
2016-10-08,16505,STORE009,PR022:38.99|PR009:4.6|PR018:50.39|PR018:50.39|PR020:57.34|PR020:57.34|PR024:9.54|PR019:24.12
2016-10-08,16506,STORE003,PR023:77.16|PR007:29.62|PR023:77.16|PR010:37.6|PR012:73.54
2016-10-08,16507,STORE006,PR021:46.69|PR009:4.6|PR006:91.17|PR010:37.6|PR005:61.71|PR008:34.25|PR012:73.54|PR009:4.6
2016-10-08,16508,STORE006,PR024:9.54|PR025:41.69|PR014:104.67|PR008:34.25|PR004:85.12|PR017:96.73|PR003:30.4|PR011:117.24
2016-10-08,16509,STORE008,PR023:77.16|PR019:24.12|PR009:4.6|PR024:9.54|PR010:37.6|PR020:57.34
2016-10-08,16510,STORE008,PR009:4.6|PR019:24.12|PR015:4.7|PR008:34.25|PR003:30.4|PR020:57.34|PR004:85.12|PR009:4.6|PR003:30.4|PR015:4.7|PR019:24.12|PR019:24.12|PR009:4.6
2016-10-08,16511,STORE001,PR003:30.4|PR022:38.99|PR015:4.7|PR025:41.69|PR010:37.6|PR003:30.4|PR014:104.67|PR020:57.34
2016-10-08,16512,STORE008,PR019:24.12|PR014:104.67
2016-10-08,16513,STORE008,PR023:77.16|PR022:38.99|PR012:73.54|PR005:61.71|PR012:73.54|PR001:76.64|PR011:117.24|PR020:57.34|PR008:34.25|PR023:77.16
2016-10-08,16514,STORE005,PR013:53.46|PR008:34.25
2016-10-08,16515,STORE007,PR014:104.67|PR009:4.6|PR022:38.99|PR025:41.69|PR010:37.6|PR020:57.34|PR010:37.6|PR004:85.12
2016-10-08,16516,STORE001,PR012:73.54|PR023:77.16|PR007:29.62|PR019:24.12|PR017:96.73|PR008:34.25
2016-10-08,16517,STORE004,PR003:30.4|PR025:41.69|PR013:53.46
2016-10-08,16518,STORE008,PR014:104.67|PR016:8.37|PR006:91.17|PR018:50.39|PR018:50.39|PR015:4.7|PR013:53.46|PR001:76.64|PR008:34.25|PR004:85.12|PR019:24.12|PR005:61.71|PR006:91.17
2016-10-08,16519,STORE003,PR001:76.64|PR007:29.62|PR023:77.16|PR013:53.46|PR018:50.39|PR007:29.62|PR004:85.12
2016-10-08,16520,STORE009,PR024:9.54|PR021:46.69|PR018:50.39|PR007:29.62|PR004:85.12|PR025:41.69|PR022:38.99|PR012:73.54|PR008:34.25|PR001:76.64|PR001:76.64|PR004:85.12
2016-10-08,16521,STORE004,PR017:96.73|PR015:4.7|PR015:4.7|PR010:37.6|PR017:96.73|PR008:34.25|PR003:30.4|PR010:37.6|PR025:41.69|PR022:38.99
2016-10-08,16522,STORE008,PR017:96.73|PR012:73.54|PR001:76.64|PR003:30.4|PR004:85.12|PR001:76.64|PR009:4.6|PR023:77.16
2016-10-08,16523,STORE003,PR016:8.37|PR004:85.12|PR001:76.64|PR014:104.67|PR003:30.4|PR014:104.67|PR010:37.6
2016-10-08,16524,STORE006,PR003:30.4|PR011:117.24|PR015:4.7|PR004:85.12|PR024:9.54|PR018:50.39|PR011:117.24|PR006:91.17|PR011:117.24|PR015:4.7
2016-10-08,16525,STORE009,PR003:30.4|PR012:73.54|PR012:73.54|PR020:57.34|PR020:57.34|PR021:46.69|PR005:61.71|PR017:96.73
2016-10-08,16526,STORE001,PR011:117.24|PR007:29.62|PR025:41.69|PR007:29.62|PR007:29.62|PR013:53.46|PR011:117.24|PR011:117.24|PR006:91.17|PR014:104.67|PR009:4.6|PR006:91.17|PR010:37.6|PR007:29.62|PR022:38.99|PR022:38.99
2016-10-08,16527,STORE009,PR010:37.6|PR012:73.54|PR012:73.54|PR014:104.67|PR010:37.6|PR006:91.17|PR025:41.69|PR022:38.99|PR001:76.64|PR020:57.34
2016-10-08,16528,STORE005,PR008:34.25|PR013:53.46|PR024:9.54|PR014:104.67|PR019:24.12|PR022:38.99|PR001:76.64|PR020:57.34|PR016:8.37|PR003:30.4|PR025:41.69|PR025:41.69
2016-10-08,16529,STORE008,PR012:73.54|PR001:76.64|PR007:29.62|PR020:57.34|PR003:30.4|PR011:117.24
2016-10-08,16530,STORE008,PR012:73.54|PR015:4.7|PR003:30.4|PR021:46.69|PR001:76.64|PR013:53.46|PR001:76.64|PR009:4.6|PR004:85.12|PR004:85.12|PR010:37.6
2016-10-08,16531,STORE007,PR012:73.54|PR001:76.64|PR002:61.29|PR010:37.6|PR017:96.73|PR015:4.7|PR008:34.25|PR001:76.64
2016-10-08,16532,STORE007,PR021:46.69|PR020:57.34|PR021:46.69|PR013:53.46|PR023:77.16|PR017:96.73|PR014:104.67|PR014:104.67|PR012:73.54|PR025:41.69|PR014:104.67
2016-10-08,16533,STORE001,PR006:91.17|PR003:30.4|PR015:4.7|PR011:117.24|PR017:96.73|PR003:30.4|PR009:4.6|PR004:85.12|PR015:4.7|PR022:38.99
2016-10-08,16534,STORE003,PR011:117.24|PR002:61.29|PR001:76.64|PR004:85.12|PR018:50.39|PR009:4.6|PR003:30.4|PR024:9.54|PR002:61.29|PR014:104.67|PR018:50.39|PR010:37.6
2016-10-08,16535,STORE001,PR018:50.39|PR010:37.6|PR018:50.39|PR010:37.6
2016-10-08,16536,STORE005,PR007:29.62|PR010:37.6|PR015:4.7|PR004:85.12|PR020:57.34|PR021:46.69|PR022:38.99|PR013:53.46
2016-10-08,16537,STORE008,PR021:46.69|PR021:46.69|PR020:57.34|PR012:73.54|PR008:34.25|PR001:76.64|PR016:8.37|PR008:34.25|PR021:46.69|PR018:50.39|PR007:29.62|PR021:46.69
2016-10-08,16538,STORE007,PR001:76.64|PR009:4.6|PR003:30.4|PR016:8.37|PR021:46.69|PR005:61.71|PR016:8.37|PR003:30.4|PR005:61.71|PR019:24.12|PR004:85.12|PR011:117.24|PR022:38.99|PR011:117.24|PR012:73.54
2016-10-08,16539,STORE004,PR006:91.17|PR014:104.67|PR005:61.71|PR004:85.12|PR011:117.24|PR014:104.67|PR006:91.17|PR010:37.6|PR004:85.12|PR010:37.6|PR014:104.67
2016-10-08,16540,STORE008,PR023:77.16|PR005:61.71|PR023:77.16
2016-10-08,16541,STORE002,PR024:9.54|PR009:4.6|PR023:77.16|PR024:9.54|PR019:24.12|PR009:4.6|PR003:30.4|PR013:53.46|PR023:77.16
2016-10-08,16542,STORE008,PR011:117.24|PR007:29.62|PR001:76.64|PR024:9.54|PR012:73.54|PR002:61.29|PR016:8.37|PR020:57.34
2016-10-08,16543,STORE003,PR007:29.62|PR006:91.17|PR025:41.69|PR014:104.67|PR025:41.69|PR025:41.69|PR021:46.69|PR002:61.29|PR024:9.54|PR002:61.29|PR003:30.4|PR014:104.67
2016-10-08,16544,STORE003,PR010:37.6|PR023:77.16|PR019:24.12|PR011:117.24|PR019:24.12|PR003:30.4|PR025:41.69|PR010:37.6|PR021:46.69
2016-10-08,16545,STORE007,PR014:104.67|PR021:46.69|PR024:9.54|PR003:30.4|PR003:30.4|PR018:50.39|PR010:37.6|PR019:24.12|PR013:53.46
2016-10-08,16546,STORE006,PR001:76.64|PR011:117.24|PR017:96.73|PR018:50.39|PR006:91.17|PR017:96.73
2016-10-08,16547,STORE003,PR017:96.73|PR003:30.4|PR008:34.25|PR004:85.12|PR002:61.29|PR015:4.7|PR015:4.7|PR022:38.99|PR014:104.67|PR002:61.29|PR016:8.37|PR023:77.16
2016-10-08,16548,STORE002,PR013:53.46|PR016:8.37|PR020:57.34|PR025:41.69|PR004:85.12|PR006:91.17|PR010:37.6|PR025:41.69|PR017:96.73|PR018:50.39|PR023:77.16|PR003:30.4|PR024:9.54
2016-10-08,16549,STORE005,PR003:30.4|PR002:61.29|PR018:50.39|PR011:117.24|PR001:76.64|PR011:117.24|PR025:41.69|PR023:77.16|PR004:85.12|PR024:9.54
2016-10-08,16550,STORE004,PR024:9.54|PR006:91.17|PR007:29.62|PR025:41.69|PR010:37.6|PR001:76.64|PR017:96.73|PR003:30.4|PR025:41.69|PR006:91.17|PR006:91.17|PR013:53.46
2016-10-08,16551,STORE006,PR016:8.37|PR025:41.69|PR016:8.37|PR021:46.69|PR023:77.16|PR010:37.6|PR004:85.12|PR015:4.7|PR003:30.4
2016-10-08,16552,STORE008,PR005:61.71|PR007:29.62|PR004:85.12|PR012:73.54|PR003:30.4|PR024:9.54|PR006:91.17|PR013:53.46|PR010:37.6
2016-10-08,16553,STORE001,PR012:73.54|PR016:8.37|PR024:9.54|PR001:76.64|PR010:37.6|PR018:50.39|PR013:53.46|PR008:34.25|PR018:50.39|PR004:85.12|PR017:96.73|PR003:30.4|PR017:96.73|PR018:50.39|PR022:38.99|PR007:29.62|PR006:91.17|PR003:30.4|PR001:76.64
2016-10-08,16554,STORE002,PR010:37.6|PR008:34.25|PR009:4.6|PR008:34.25|PR024:9.54|PR020:57.34|PR019:24.12|PR023:77.16|PR004:85.12|PR005:61.71|PR012:73.54
2016-10-08,16555,STORE007,PR019:24.12|PR019:24.12|PR009:4.6|PR004:85.12|PR022:38.99|PR011:117.24|PR007:29.62
2016-10-08,16556,STORE009,PR004:85.12|PR002:61.29|PR022:38.99|PR023:77.16|PR023:77.16
2016-10-08,16557,STORE001,PR016:8.37|PR002:61.29|PR024:9.54|PR019:24.12|PR012:73.54
2016-10-08,16558,STORE001,PR017:96.73|PR013:53.46|PR017:96.73|PR007:29.62|PR019:24.12|PR023:77.16|PR016:8.37|PR020:57.34|PR002:61.29|PR017:96.73
2016-10-08,16559,STORE005,PR011:117.24
2016-10-08,16560,STORE003,PR021:46.69|PR006:91.17|PR007:29.62|PR002:61.29|PR002:61.29|PR017:96.73|PR011:117.24|PR014:104.67|PR012:73.54|PR020:57.34
2016-10-08,16561,STORE001,PR003:30.4|PR011:117.24|PR017:96.73|PR018:50.39|PR004:85.12|PR014:104.67|PR011:117.24|PR016:8.37|PR007:29.62
2016-10-08,16562,STORE003,PR005:61.71|PR016:8.37|PR024:9.54|PR001:76.64|PR021:46.69|PR001:76.64|PR006:91.17|PR024:9.54|PR019:24.12|PR017:96.73
2016-10-08,16563,STORE004,PR011:117.24|PR003:30.4|PR022:38.99|PR016:8.37|PR001:76.64|PR018:50.39|PR009:4.6|PR003:30.4|PR010:37.6|PR008:34.25
2016-10-08,16564,STORE003,PR009:4.6|PR008:34.25|PR005:61.71|PR005:61.71|PR002:61.29|PR002:61.29|PR021:46.69
2016-10-08,16565,STORE007,PR005:61.71|PR021:46.69|PR009:4.6|PR009:4.6|PR020:57.34|PR003:30.4|PR018:50.39|PR005:61.71|PR006:91.17|PR005:61.71|PR012:73.54|PR016:8.37
2016-10-08,16566,STORE004,PR011:117.24|PR011:117.24|PR011:117.24|PR007:29.62|PR023:77.16|PR009:4.6|PR002:61.29|PR019:24.12|PR014:104.67|PR012:73.54
2016-10-08,16567,STORE007,PR010:37.6|PR014:104.67|PR025:41.69|PR012:73.54|PR024:9.54|PR010:37.6|PR010:37.6|PR024:9.54|PR023:77.16|PR003:30.4
2016-10-08,16568,STORE006,PR014:104.67|PR012:73.54|PR002:61.29|PR015:4.7|PR007:29.62|PR012:73.54|PR016:8.37|PR006:91.17|PR008:34.25|PR005:61.71|PR019:24.12|PR015:4.7|PR004:85.12|PR007:29.62|PR016:8.37|PR012:73.54
2016-10-08,16569,STORE003,PR018:50.39|PR015:4.7|PR019:24.12|PR023:77.16|PR012:73.54
2016-10-08,16570,STORE003,PR009:4.6|PR008:34.25|PR019:24.12|PR018:50.39|PR014:104.67|PR016:8.37|PR015:4.7|PR003:30.4|PR020:57.34|PR016:8.37|PR019:24.12|PR022:38.99|PR006:91.17|PR017:96.73|PR025:41.69
2016-10-08,16571,STORE006,PR009:4.6|PR007:29.62|PR004:85.12|PR012:73.54|PR013:53.46|PR002:61.29|PR006:91.17|PR025:41.69
2016-10-08,16572,STORE008,PR012:73.54|PR005:61.71|PR019:24.12|PR009:4.6|PR006:91.17|PR003:30.4|PR025:41.69|PR019:24.12|PR011:117.24
2016-10-08,16573,STORE002,PR008:34.25|PR021:46.69|PR017:96.73|PR011:117.24|PR019:24.12|PR013:53.46|PR011:117.24|PR025:41.69|PR025:41.69|PR016:8.37|PR020:57.34|PR023:77.16|PR022:38.99
2016-10-08,16574,STORE005,PR011:117.24|PR021:46.69|PR025:41.69
2016-10-08,16575,STORE005,PR007:29.62|PR015:4.7|PR020:57.34|PR008:34.25|PR017:96.73|PR010:37.6|PR022:38.99|PR016:8.37|PR001:76.64|PR013:53.46|PR005:61.71|PR019:24.12
2016-10-08,16576,STORE004,PR008:34.25|PR008:34.25|PR018:50.39|PR024:9.54|PR007:29.62|PR001:76.64|PR006:91.17|PR023:77.16|PR024:9.54|PR010:37.6|PR023:77.16
2016-10-08,16577,STORE008,PR006:91.17|PR007:29.62|PR014:104.67|PR006:91.17|PR015:4.7|PR004:85.12|PR012:73.54|PR016:8.37
2016-10-08,16578,STORE001,PR011:117.24|PR007:29.62|PR016:8.37|PR001:76.64|PR008:34.25|PR010:37.6|PR011:117.24|PR002:61.29|PR008:34.25|PR005:61.71|PR021:46.69|PR017:96.73|PR001:76.64|PR001:76.64|PR002:61.29
2016-10-08,16579,STORE002,PR015:4.7
2016-10-08,16580,STORE005,PR024:9.54|PR024:9.54|PR017:96.73|PR019:24.12|PR015:4.7|PR007:29.62|PR016:8.37|PR018:50.39
2016-10-08,16581,STORE002,PR002:61.29|PR015:4.7|PR004:85.12|PR024:9.54|PR006:91.17|PR009:4.6|PR005:61.71|PR025:41.69|PR017:96.73|PR004:85.12|PR012:73.54|PR017:96.73|PR015:4.7|PR017:96.73|PR017:96.73|PR009:4.6|PR012:73.54
2016-10-08,16582,STORE003,PR004:85.12|PR025:41.69|PR009:4.6|PR021:46.69|PR011:117.24|PR006:91.17|PR009:4.6|PR022:38.99
2016-10-08,16583,STORE009,PR010:37.6
2016-10-08,16584,STORE006,PR025:41.69|PR020:57.34|PR024:9.54|PR023:77.16|PR012:73.54|PR009:4.6|PR002:61.29|PR021:46.69|PR004:85.12|PR025:41.69
